FACTOR,INGREDIENT;;;
0.300,MACARONI;;;
0.125,MOZZARELLA;;;
0.250,HAMBLUBS;;;
0.075,RUCOLA;;;
0.015,PEPPER;;;
0.100,GRATED EXTRA TRADED CHEESE;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;; 
